Question ID	Question Text	Section	Group	Question Join Key	Campaign	Cell	Key	Question Updated
10076	How many weeks did you work in the last 12 months?	Transportation	Commuting Frequency	City of Fort Collins (rev2)_67	City of Fort Collins (rev2)	i72	67	How many weeks did you work in 2015?
10105	What fuel type is it?	Transportation	Vehicle 4	New Belgium Brewery Sustainability Survey_67	New Belgium Brewery Sustainability Survey	i82	67	What fuel type is it? (Vehicle 4)
10105	What fuel type is it?	Transportation	Vehicle 4	Odell Sustainability Survey_67	Odell Sustainability Survey	i79	67	What fuel type is it? (Vehicle 4)
10076	How many weeks did you work in 2015?	Transportation	Commuting Frequency	2015 VEIC Carbon Survey_68	2015 VEIC Carbon Survey	i68	68	How many weeks did you work in 2015?
10115	What percent of miles are pure electric mode?	Transportation	Vehicle 3	2016 Ben & Jerry's Household Carbon Survey_68	2016 Ben & Jerry's Household Carbon Survey	i68	68	What percent of miles are pure electric mode? (Vehicle 3)
10132	What percentage of your fuel is biodiesel?	Transportation	Vehicle 3	2016 Middlebury College Household Sustainability Survey_68	2016 Middlebury College Household Sustainability Survey	i68	68	What percentage of your fuel is biodiesel? (Vehicle 3)
10058	How did you get to work in 2015? (check all that apply)	Transportation	Commuting Type	Carbon Assessment for LEAD H1_68	Carbon Assessment for LEAD H1	i68	68	How did you get to work in 2015?
10110	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 4	New Belgium Brewery Sustainability Survey_68	New Belgium Brewery Sustainability Survey	i83	68	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 4)
10110	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 4	Odell Sustainability Survey_68	Odell Sustainability Survey	i80	68	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 4)
10058	How did you get to work in 2015? (check all that apply)	Transportation	Commuting Type	2015 VEIC Carbon Survey_69	2015 VEIC Carbon Survey	i69	69	How did you get to work in 2015?
10125	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 3	2016 Ben & Jerry's Household Carbon Survey_69	2016 Ben & Jerry's Household Carbon Survey	i69	69	What percent of this vehicle's charging is on your household bill? (Vehicle 3)
10115	What percent of miles are pure electric mode?	Transportation	Vehicle 3	2016 Middlebury College Household Sustainability Survey_69	2016 Middlebury College Household Sustainability Survey	i69	69	What percent of miles are pure electric mode? (Vehicle 3)
10122	What percent of the time did you Walk, Bike, or Telecommute to work?	Transportation	Commuting Type	Carbon Assessment for LEAD H1_69	Carbon Assessment for LEAD H1	i69	69	What percent of the time did you Walk, Bike, or Telecommute to work?
10122	What percent of the time did you Walk, Bike, or Telecommute to work?	Transportation	Commuting Type	City of Fort Collins (rev2)_69	City of Fort Collins (rev2)	i74	69	What percent of the time did you Walk, Bike, or Telecommute to work?
10072	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 4	New Belgium Brewery Sustainability Survey_69	New Belgium Brewery Sustainability Survey	i84	69	How many miles did your household drive this vehicle in 2015?
10072	How many miles did your household drive this vehicle in the last 12 months?	Transportation	Vehicle 4	Odell Sustainability Survey_69	Odell Sustainability Survey	i81	69	How many miles did your household drive this vehicle in 2015?
10122	What percent of the time did you Walk, Bike, or Telecommute to work?	Transportation	Commuting Type	2015 VEIC Carbon Survey_70	2015 VEIC Carbon Survey	i70	70	What percent of the time did you Walk, Bike, or Telecommute to work?
10148	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 4	2016 Ben & Jerry's Household Carbon Survey_70	2016 Ben & Jerry's Household Carbon Survey	i70	70	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 4)
10125	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 3	2016 Middlebury College Household Sustainability Survey_70	2016 Middlebury College Household Sustainability Survey	i70	70	What percent of this vehicle's charging is on your household bill? (Vehicle 3)
10121	What percent of the time did you take the Bus, Train, or Subway to work? 	Transportation	Commuting Type	Carbon Assessment for LEAD H1_70	Carbon Assessment for LEAD H1	i70	70	What percent of the time did you take the Bus, Train, or Subway to work? 
10121	What percent of the time did you take the Bus, Train, or Subway to work? 	Transportation	Commuting Type	City of Fort Collins (rev2)_70	City of Fort Collins (rev2)	i75	70	What percent of the time did you take the Bus, Train, or Subway to work? 
10133	What percentage of your fuel is biodiesel?	Transportation	Vehicle 4	New Belgium Brewery Sustainability Survey_70	New Belgium Brewery Sustainability Survey	i85	70	What percentage of your fuel is biodiesel? (Vehicle 4)
10133	What percentage of your fuel is biodiesel?	Transportation	Vehicle 4	Odell Sustainability Survey_70	Odell Sustainability Survey	i82	70	What percentage of your fuel is biodiesel? (Vehicle 4)
10121	What percent of the time did you take the Bus, Train, or Subway to work? 	Transportation	Commuting Type	2015 VEIC Carbon Survey_71	2015 VEIC Carbon Survey	i71	71	What percent of the time did you take the Bus, Train, or Subway to work? 
10105	What fuel type is it?	Transportation	Vehicle 4	2016 Ben & Jerry's Household Carbon Survey_71	2016 Ben & Jerry's Household Carbon Survey	i71	71	What fuel type is it? (Vehicle 4)
10148	Which vehicle is this? (e.g. make and model or a nickname).	Transportation	Vehicle 4	2016 Middlebury College Household Sustainability Survey_71	2016 Middlebury College Household Sustainability Survey	i71	71	Which vehicle is this? (e.g. make and model or a nickname). (Vehicle 4)
10120	What percent of the time did you get to work in a personal vehicle?	Transportation	Commuting Type	Carbon Assessment for LEAD H1_71	Carbon Assessment for LEAD H1	i71	71	What percent of the time did you get to work in a personal vehicle?
10120	What percent of the time did you get to work in a personal vehicle?	Transportation	Commuting Type	City of Fort Collins (rev2)_71	City of Fort Collins (rev2)	i76	71	What percent of the time did you get to work in a personal vehicle?
10116	What percent of miles are pure electric mode?	Transportation	Vehicle 4	New Belgium Brewery Sustainability Survey_71	New Belgium Brewery Sustainability Survey	i86	71	What percent of miles are pure electric mode? (Vehicle 4)
10116	What percent of miles are pure electric mode?	Transportation	Vehicle 4	Odell Sustainability Survey_71	Odell Sustainability Survey	i83	71	What percent of miles are pure electric mode? (Vehicle 4)
10120	What percent of the time did you get to work in a personal vehicle?	Transportation	Commuting Type	2015 VEIC Carbon Survey_72	2015 VEIC Carbon Survey	i72	72	What percent of the time did you get to work in a personal vehicle?
10110	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 4	2016 Ben & Jerry's Household Carbon Survey_72	2016 Ben & Jerry's Household Carbon Survey	i72	72	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 4)
10105	What fuel type is it?	Transportation	Vehicle 4	2016 Middlebury College Household Sustainability Survey_72	2016 Middlebury College Household Sustainability Survey	i72	72	What fuel type is it? (Vehicle 4)
10068	How many miles (one-way) do you typically ride to work on public transportation?	Transportation	Public Transportation Miles	Carbon Assessment for LEAD H1_72	Carbon Assessment for LEAD H1	i72	72	How many miles (one-way) do you typically ride to work on public transportation?
10068	How many miles (one-way) do you typically ride to work on public transportation?	Transportation	Public Transportation Miles	City of Fort Collins (rev2)_72	City of Fort Collins (rev2)	i77	72	How many miles (one-way) do you typically ride to work on public transportation?
10126	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 4	New Belgium Brewery Sustainability Survey_72	New Belgium Brewery Sustainability Survey	i87	72	What percent of this vehicle's charging is on your household bill? (Vehicle 4)
10126	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 4	Odell Sustainability Survey_72	Odell Sustainability Survey	i84	72	What percent of this vehicle's charging is on your household bill? (Vehicle 4)
10068	How many miles (one-way) do you typically ride to work on public transportation?	Transportation	Public Transportation Miles	2015 VEIC Carbon Survey_73	2015 VEIC Carbon Survey	i73	73	How many miles (one-way) do you typically ride to work on public transportation?
10072	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 4	2016 Ben & Jerry's Household Carbon Survey_73	2016 Ben & Jerry's Household Carbon Survey	i73	73	How many miles did your household drive this vehicle in 2015?
10110	What is this car's average miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Vehicle 4	2016 Middlebury College Household Sustainability Survey_73	2016 Middlebury College Household Sustainability Survey	i73	73	What is this car's average miles per gallon (MPG) or equivalent (MPGe)? (Vehicle 4)
10106	What is the fuel type of your commuting vehicle?	Transportation	Commuting Personal Vehicle	Carbon Assessment for LEAD H1_73	Carbon Assessment for LEAD H1	i73	73	What is the fuel type of your commuting vehicle?
10106	What is the fuel type of your commuting vehicle?	Transportation	Commuting Personal Vehicle	City of Fort Collins (rev2)_73	City of Fort Collins (rev2)	i78	73	What is the fuel type of your commuting vehicle?
10089	On average, how many days per week did you work in the last 12 months?	Transportation	Commuting Frequency	New Belgium Brewery Sustainability Survey_73	New Belgium Brewery Sustainability Survey	i88	73	On average, how many days per week did you work in 2015?
10089	On average, how many days per week did you work in the last 12 months?	Transportation	Commuting Frequency	Odell Sustainability Survey_73	Odell Sustainability Survey	i85	73	On average, how many days per week did you work in 2015?
10106	What is the fuel type of your commuting vehicle?	Transportation	Commuting Personal Vehicle	2015 VEIC Carbon Survey_74	2015 VEIC Carbon Survey	i74	74	What is the fuel type of your commuting vehicle?
10133	What percentage of your fuel is biodiesel?	Transportation	Vehicle 4	2016 Ben & Jerry's Household Carbon Survey_74	2016 Ben & Jerry's Household Carbon Survey	i74	74	What percentage of your fuel is biodiesel? (Vehicle 4)
10072	How many miles did your household drive this vehicle in 2015?	Transportation	Vehicle 4	2016 Middlebury College Household Sustainability Survey_74	2016 Middlebury College Household Sustainability Survey	i74	74	How many miles did your household drive this vehicle in 2015?
10111	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Commuting Personal Vehicle	Carbon Assessment for LEAD H1_74	Carbon Assessment for LEAD H1	i74	74	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?
10111	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Commuting Personal Vehicle	City of Fort Collins (rev2)_74	City of Fort Collins (rev2)	i79	74	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?
10076	How many weeks did you work in the last 12 months?	Transportation	Commuting Frequency	New Belgium Brewery Sustainability Survey_74	New Belgium Brewery Sustainability Survey	i89	74	How many weeks did you work in 2015?
10076	How many weeks did you work in the last 12 months?	Transportation	Commuting Frequency	Odell Sustainability Survey_74	Odell Sustainability Survey	i86	74	How many weeks did you work in 2015?
10111	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Commuting Personal Vehicle	2015 VEIC Carbon Survey_75	2015 VEIC Carbon Survey	i75	75	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?
10116	What percent of miles are pure electric mode?	Transportation	Vehicle 4	2016 Ben & Jerry's Household Carbon Survey_75	2016 Ben & Jerry's Household Carbon Survey	i75	75	What percent of miles are pure electric mode? (Vehicle 4)
10133	What percentage of your fuel is biodiesel?	Transportation	Vehicle 4	2016 Middlebury College Household Sustainability Survey_75	2016 Middlebury College Household Sustainability Survey	i75	75	What percentage of your fuel is biodiesel? (Vehicle 4)
10060	How far did you drive (one-way) on your average commute?	Transportation	Commuting Personal Vehicle	Carbon Assessment for LEAD H1_75	Carbon Assessment for LEAD H1	i75	75	How far did you drive (one-way) on your average commute?
10060	How far did you drive (one-way) on your average commute?	Transportation	Commuting Personal Vehicle	City of Fort Collins (rev2)_75	City of Fort Collins (rev2)	i80	75	How far did you drive (one-way) on your average commute?
10058	How did you get to work in the last 12 months? (check all that apply)	Transportation	Commuting Type	New Belgium Brewery Sustainability Survey_75	New Belgium Brewery Sustainability Survey	i90	75	How did you get to work in the last 12 months?
10058	How did you get to work in the last 12 months? (check all that apply)	Transportation	Commuting Type	Odell Sustainability Survey_75	Odell Sustainability Survey	i87	75	How did you get to work in the last 12 months?
10060	How far did you drive (one-way) on your average commute?	Transportation	Commuting Personal Vehicle	2015 VEIC Carbon Survey_76	2015 VEIC Carbon Survey	i76	76	How far did you drive (one-way) on your average commute?
10126	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 4	2016 Ben & Jerry's Household Carbon Survey_76	2016 Ben & Jerry's Household Carbon Survey	i76	76	What percent of this vehicle's charging is on your household bill? (Vehicle 4)
10116	What percent of miles are pure electric mode?	Transportation	Vehicle 4	2016 Middlebury College Household Sustainability Survey_76	2016 Middlebury College Household Sustainability Survey	i76	76	What percent of miles are pure electric mode? (Vehicle 4)
10022	Including the driver, on average how many people were in the vehicle?	Transportation	Commuting Personal Vehicle	Carbon Assessment for LEAD H1_76	Carbon Assessment for LEAD H1	i76	76	Including the driver, on average how many people were in the vehicle?
10022	Including the driver, on average how many people were in the vehicle?	Transportation	Commuting Personal Vehicle	City of Fort Collins (rev2)_76	City of Fort Collins (rev2)	i81	76	Including the driver, on average how many people were in the vehicle?
10122	What percent of the time did you Walk, Bike, or Telecommute to work?	Transportation	Commuting Type	New Belgium Brewery Sustainability Survey_76	New Belgium Brewery Sustainability Survey	i91	76	What percent of the time did you Walk, Bike, or Telecommute to work?
10122	What percent of the time did you Walk, Bike, or Telecommute to work?	Transportation	Commuting Type	Odell Sustainability Survey_76	Odell Sustainability Survey	i88	76	What percent of the time did you Walk, Bike, or Telecommute to work?
10022	Including the driver, on average how many people were in the vehicle?	Transportation	Commuting Personal Vehicle	2015 VEIC Carbon Survey_77	2015 VEIC Carbon Survey	i77	77	Including the driver, on average how many people were in the vehicle?
10089	On average, how many days per week did you work in 2015?	Transportation	Commuting Frequency	2016 Ben & Jerry's Household Carbon Survey_77	2016 Ben & Jerry's Household Carbon Survey	i77	77	On average, how many days per week did you work in 2015?
10126	What percent of this vehicle's charging is on your household bill?	Transportation	Vehicle 4	2016 Middlebury College Household Sustainability Survey_77	2016 Middlebury College Household Sustainability Survey	i77	77	What percent of this vehicle's charging is on your household bill? (Vehicle 4)
10037	Approximately what percent of your commute relies only on your battery?	Transportation	Commuting Personal Vehicle	Carbon Assessment for LEAD H1_77	Carbon Assessment for LEAD H1	i77	77	Approximately what percent of your commute relies only on your battery?
10037	Approximately what percent of your commute relies only on your battery?	Transportation	Commuting Personal Vehicle	City of Fort Collins (rev2)_77	City of Fort Collins (rev2)	i82	77	Approximately what percent of your commute relies only on your battery?
10121	What percent of the time did you take the Bus, Train, or Subway to work? 	Transportation	Commuting Type	New Belgium Brewery Sustainability Survey_77	New Belgium Brewery Sustainability Survey	i92	77	What percent of the time did you take the Bus, Train, or Subway to work? 
10121	What percent of the time did you take the Bus, Train, or Subway to work? 	Transportation	Commuting Type	Odell Sustainability Survey_77	Odell Sustainability Survey	i89	77	What percent of the time did you take the Bus, Train, or Subway to work? 
10037	Approximately what percent of your commute relies only on your battery?	Transportation	Commuting Personal Vehicle	2015 VEIC Carbon Survey_78	2015 VEIC Carbon Survey	i78	78	Approximately what percent of your commute relies only on your battery?
10076	How many weeks did you work in 2015?	Transportation	Commuting Frequency	2016 Ben & Jerry's Household Carbon Survey_78	2016 Ben & Jerry's Household Carbon Survey	i78	78	How many weeks did you work in 2015?
10089	On average, how many days per week did you work in 2015?	Transportation	Commuting Frequency	2016 Middlebury College Household Sustainability Survey_78	2016 Middlebury College Household Sustainability Survey	i78	78	On average, how many days per week did you work in 2015?
10127	What percent of your commuting vehicle's charging is on your household bill?	Transportation	Commuting Personal Vehicle	Carbon Assessment for LEAD H1_78	Carbon Assessment for LEAD H1	i78	78	What percent of your commuting vehicle's charging is on your household bill?
10127	What percent of your commuting vehicle's charging is on your household bill?	Transportation	Commuting Personal Vehicle	City of Fort Collins (rev2)_78	City of Fort Collins (rev2)	i83	78	What percent of your commuting vehicle's charging is on your household bill?
10120	What percent of the time did you get to work in a personal vehicle?	Transportation	Commuting Type	New Belgium Brewery Sustainability Survey_78	New Belgium Brewery Sustainability Survey	i93	78	What percent of the time did you get to work in a personal vehicle?
10120	What percent of the time did you get to work in a personal vehicle?	Transportation	Commuting Type	Odell Sustainability Survey_78	Odell Sustainability Survey	i90	78	What percent of the time did you get to work in a personal vehicle?
10127	What percent of your commuting vehicle's charging is on your household bill?	Transportation	Commuting Personal Vehicle	2015 VEIC Carbon Survey_79	2015 VEIC Carbon Survey	i79	79	What percent of your commuting vehicle's charging is on your household bill?
10058	How did you get to work in 2015? (check all that apply)	Transportation	Commuting Type	2016 Ben & Jerry's Household Carbon Survey_79	2016 Ben & Jerry's Household Carbon Survey	i79	79	How did you get to work in 2015?
10076	How many weeks did you work in 2015?	Transportation	Commuting Frequency	2016 Middlebury College Household Sustainability Survey_79	2016 Middlebury College Household Sustainability Survey	i79	79	How many weeks did you work in 2015?
10055	Excluding business travel, what kind of long distance trips did your household take in 2015?	Transportation	Personal Trips	Carbon Assessment for LEAD H1_79	Carbon Assessment for LEAD H1	i79	79	Excluding business travel, what kind of long distance trips did your household take in 2015?
10055	Excluding business travel, what kind of long distance trips did your household take in the last 12 months?	Transportation	Personal Trips	City of Fort Collins (rev2)_79	City of Fort Collins (rev2)	i84	79	Excluding business travel, what kind of long distance trips did your household take in 2015?
10068	How many miles (one-way) do you typically ride to work on public transportation?	Transportation	Public Transportation Miles	New Belgium Brewery Sustainability Survey_79	New Belgium Brewery Sustainability Survey	i94	79	How many miles (one-way) do you typically ride to work on public transportation?
10068	How many miles (one-way) do you typically ride to work on public transportation?	Transportation	Public Transportation Miles	Odell Sustainability Survey_79	Odell Sustainability Survey	i91	79	How many miles (one-way) do you typically ride to work on public transportation?
10055	Excluding business travel, what kind of long distance trips did your household take in 2015?	Transportation	Personal Trips	2015 VEIC Carbon Survey_80	2015 VEIC Carbon Survey	i80	80	Excluding business travel, what kind of long distance trips did your household take in 2015?
10122	What percent of the time did you Walk, Bike, or Telecommute to work?	Transportation	Commuting Type	2016 Ben & Jerry's Household Carbon Survey_80	2016 Ben & Jerry's Household Carbon Survey	i80	80	What percent of the time did you Walk, Bike, or Telecommute to work?
10058	How did you get to work in 2015? (check all that apply)	Transportation	Commuting Type	2016 Middlebury College Household Sustainability Survey_80	2016 Middlebury College Household Sustainability Survey	i80	80	How did you get to work in 2015?
10014	# of round trips between 1 - 3 hours	Transportation	Plane Trips	Carbon Assessment for LEAD H1_80	Carbon Assessment for LEAD H1	i80	80	# of round trips between 1 - 3 hours (Plane)
10014	# of round trips between 1 - 3 hours	Transportation	Plane Trips	City of Fort Collins (rev2)_80	City of Fort Collins (rev2)	i85	80	# of round trips between 1 - 3 hours (Plane)
10106	What is the fuel type of your commuting vehicle?	Transportation	Commuting Personal Vehicle	New Belgium Brewery Sustainability Survey_80	New Belgium Brewery Sustainability Survey	i95	80	What is the fuel type of your commuting vehicle?
10106	What is the fuel type of your commuting vehicle?	Transportation	Commuting Personal Vehicle	Odell Sustainability Survey_80	Odell Sustainability Survey	i92	80	What is the fuel type of your commuting vehicle?
10014	# of round trips between 1 - 3 hours	Transportation	Plane Trips	2015 VEIC Carbon Survey_81	2015 VEIC Carbon Survey	i81	81	# of round trips between 1 - 3 hours (Plane)
10121	What percent of the time did you take the Bus, Train, or Subway to work? 	Transportation	Commuting Type	2016 Ben & Jerry's Household Carbon Survey_81	2016 Ben & Jerry's Household Carbon Survey	i81	81	What percent of the time did you take the Bus, Train, or Subway to work? 
10122	What percent of the time did you Walk, Bike, or Telecommute to work?	Transportation	Commuting Type	2016 Middlebury College Household Sustainability Survey_81	2016 Middlebury College Household Sustainability Survey	i81	81	What percent of the time did you Walk, Bike, or Telecommute to work?
10017	# of round trips between 3 - 6 hours	Transportation	Plane Trips	Carbon Assessment for LEAD H1_81	Carbon Assessment for LEAD H1	i81	81	# of round trips between 3 - 6 hours (Plane)
10017	# of round trips between 3 - 6 hours	Transportation	Plane Trips	City of Fort Collins (rev2)_81	City of Fort Collins (rev2)	i86	81	# of round trips between 3 - 6 hours (Plane)
10111	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Commuting Personal Vehicle	New Belgium Brewery Sustainability Survey_81	New Belgium Brewery Sustainability Survey	i96	81	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?
10111	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Commuting Personal Vehicle	Odell Sustainability Survey_81	Odell Sustainability Survey	i93	81	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?
10017	# of round trips between 3 - 6 hours	Transportation	Plane Trips	2015 VEIC Carbon Survey_82	2015 VEIC Carbon Survey	i82	82	# of round trips between 3 - 6 hours (Plane)
10120	What percent of the time did you get to work in a personal vehicle?	Transportation	Commuting Type	2016 Ben & Jerry's Household Carbon Survey_82	2016 Ben & Jerry's Household Carbon Survey	i82	82	What percent of the time did you get to work in a personal vehicle?
10121	What percent of the time did you take the Bus, Train, or Subway to work? 	Transportation	Commuting Type	2016 Middlebury College Household Sustainability Survey_82	2016 Middlebury College Household Sustainability Survey	i82	82	What percent of the time did you take the Bus, Train, or Subway to work? 
10020	# of round trips more than 6 hours	Transportation	Plane Trips	Carbon Assessment for LEAD H1_82	Carbon Assessment for LEAD H1	i82	82	# of round trips more than 6 hours (Plane)
10020	# of round trips more than 6 hours	Transportation	Plane Trips	City of Fort Collins (rev2)_82	City of Fort Collins (rev2)	i87	82	# of round trips more than 6 hours (Plane)
10060	How far did you drive (one-way) on your average commute?	Transportation	Commuting Personal Vehicle	New Belgium Brewery Sustainability Survey_82	New Belgium Brewery Sustainability Survey	i97	82	How far did you drive (one-way) on your average commute?
10060	How far did you drive (one-way) on your average commute?	Transportation	Commuting Personal Vehicle	Odell Sustainability Survey_82	Odell Sustainability Survey	i94	82	How far did you drive (one-way) on your average commute?
10020	# of round trips more than 6 hours	Transportation	Plane Trips	2015 VEIC Carbon Survey_83	2015 VEIC Carbon Survey	i83	83	# of round trips more than 6 hours (Plane)
10068	How many miles (one-way) do you typically ride to work on public transportation?	Transportation	Public Transportation Miles	2016 Ben & Jerry's Household Carbon Survey_83	2016 Ben & Jerry's Household Carbon Survey	i83	83	How many miles (one-way) do you typically ride to work on public transportation?
10120	What percent of the time did you get to work in a personal vehicle?	Transportation	Commuting Type	2016 Middlebury College Household Sustainability Survey_83	2016 Middlebury College Household Sustainability Survey	i83	83	What percent of the time did you get to work in a personal vehicle?
10015	# of round trips between 1 - 3 hours	Transportation	Train Trips	Carbon Assessment for LEAD H1_83	Carbon Assessment for LEAD H1	i83	83	# of round trips between 1 - 3 hours (Train)
10015	# of round trips between 1 - 3 hours	Transportation	Train Trips	City of Fort Collins (rev2)_83	City of Fort Collins (rev2)	i88	83	# of round trips between 1 - 3 hours (Train)
10022	*Including the driver*, on average how many people were in the vehicle?	Transportation	Commuting Personal Vehicle	New Belgium Brewery Sustainability Survey_83	New Belgium Brewery Sustainability Survey	i98	83	Including the driver, on average how many people were in the vehicle?
10022	*Including the driver*, on average how many people were in the vehicle?	Transportation	Commuting Personal Vehicle	Odell Sustainability Survey_83	Odell Sustainability Survey	i95	83	Including the driver, on average how many people were in the vehicle?
10015	# of round trips between 1 - 3 hours	Transportation	Train Trips	2015 VEIC Carbon Survey_84	2015 VEIC Carbon Survey	i84	84	# of round trips between 1 - 3 hours (Train)
10106	What is the fuel type of your commuting vehicle?	Transportation	Commuting Personal Vehicle	2016 Ben & Jerry's Household Carbon Survey_84	2016 Ben & Jerry's Household Carbon Survey	i84	84	What is the fuel type of your commuting vehicle?
10068	How many miles (one-way) do you typically ride to work on public transportation?	Transportation	Public Transportation Miles	2016 Middlebury College Household Sustainability Survey_84	2016 Middlebury College Household Sustainability Survey	i84	84	How many miles (one-way) do you typically ride to work on public transportation?
10018	# of round trips between 3 - 6 hours	Transportation	Train Trips	Carbon Assessment for LEAD H1_84	Carbon Assessment for LEAD H1	i84	84	# of round trips between 3 - 6 hours (Train)
10018	# of round trips between 3 - 6 hours	Transportation	Train Trips	City of Fort Collins (rev2)_84	City of Fort Collins (rev2)	i89	84	# of round trips between 3 - 6 hours (Train)
10129	What percentage of your fuel is biodiesel?	Transportation	Commuting Personal Vehicle	New Belgium Brewery Sustainability Survey_84	New Belgium Brewery Sustainability Survey	i99	84	What percentage of your fuel is biodiesel? (Commuting Vehicle)
10129	What percentage of your fuel is biodiesel?	Transportation	Commuting Personal Vehicle	Odell Sustainability Survey_84	Odell Sustainability Survey	i96	84	What percentage of your fuel is biodiesel? (Commuting Vehicle)
10018	# of round trips between 3 - 6 hours	Transportation	Train Trips	2015 VEIC Carbon Survey_85	2015 VEIC Carbon Survey	i85	85	# of round trips between 3 - 6 hours (Train)
10111	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Commuting Personal Vehicle	2016 Ben & Jerry's Household Carbon Survey_85	2016 Ben & Jerry's Household Carbon Survey	i85	85	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?
10106	What is the fuel type of your commuting vehicle?	Transportation	Commuting Personal Vehicle	2016 Middlebury College Household Sustainability Survey_85	2016 Middlebury College Household Sustainability Survey	i85	85	What is the fuel type of your commuting vehicle?
10021	# of round trips more than 6 hours	Transportation	Train Trips	Carbon Assessment for LEAD H1_85	Carbon Assessment for LEAD H1	i85	85	# of round trips more than 6 hours (Train)
10021	# of round trips more than 6 hours	Transportation	Train Trips	City of Fort Collins (rev2)_85	City of Fort Collins (rev2)	i90	85	# of round trips more than 6 hours (Train)
10037	Approximately what percent of your commute relies only on your battery?	Transportation	Commuting Personal Vehicle	New Belgium Brewery Sustainability Survey_85	New Belgium Brewery Sustainability Survey	i100	85	Approximately what percent of your commute relies only on your battery?
10037	Approximately what percent of your commute relies only on your battery?	Transportation	Commuting Personal Vehicle	Odell Sustainability Survey_85	Odell Sustainability Survey	i97	85	Approximately what percent of your commute relies only on your battery?
10021	# of round trips more than 6 hours	Transportation	Train Trips	2015 VEIC Carbon Survey_86	2015 VEIC Carbon Survey	i86	86	# of round trips more than 6 hours (Train)
10060	How far did you drive (one-way) on your average commute?	Transportation	Commuting Personal Vehicle	2016 Ben & Jerry's Household Carbon Survey_86	2016 Ben & Jerry's Household Carbon Survey	i86	86	How far did you drive (one-way) on your average commute?
10111	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?	Transportation	Commuting Personal Vehicle	2016 Middlebury College Household Sustainability Survey_86	2016 Middlebury College Household Sustainability Survey	i86	86	What is your commuting vehicle's combined miles per gallon (MPG) or equivalent (MPGe)?
10013	# of round trips between 1 - 3 hours	Transportation	Bus Trips	Carbon Assessment for LEAD H1_86	Carbon Assessment for LEAD H1	i86	86	# of round trips between 1 - 3 hours (Bus)
10013	# of round trips between 1 - 3 hours	Transportation	Bus Trips	City of Fort Collins (rev2)_86	City of Fort Collins (rev2)	i91	86	# of round trips between 1 - 3 hours (Bus)
10127	What percent of your commuting vehicle's charging is on your household bill?	Transportation	Commuting Personal Vehicle	New Belgium Brewery Sustainability Survey_86	New Belgium Brewery Sustainability Survey	i101	86	What percent of your commuting vehicle's charging is on your household bill?
10127	What percent of your commuting vehicle's charging is on your household bill?	Transportation	Commuting Personal Vehicle	Odell Sustainability Survey_86	Odell Sustainability Survey	i98	86	What percent of your commuting vehicle's charging is on your household bill?
10013	# of round trips between 1 - 3 hours	Transportation	Bus Trips	2015 VEIC Carbon Survey_87	2015 VEIC Carbon Survey	i87	87	# of round trips between 1 - 3 hours (Bus)
10022	*Including the driver*, on average how many people were in the vehicle?	Transportation	Commuting Personal Vehicle	2016 Ben & Jerry's Household Carbon Survey_87	2016 Ben & Jerry's Household Carbon Survey	i87	87	Including the driver, on average how many people were in the vehicle?
10060	How far did you drive (one-way) on your average commute?	Transportation	Commuting Personal Vehicle	2016 Middlebury College Household Sustainability Survey_87	2016 Middlebury College Household Sustainability Survey	i87	87	How far did you drive (one-way) on your average commute?
